2026-03-21 18:50:53,316 | INFO | algorithm_v1.quantization.base | Loading model from /mnt/82_store/LLM-weights/Qwen2.5-7B-Instruct
2026-03-21 18:53:15,698 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 0, lr 0.00494542  time 0.389539s, mse: 0.09728197
2026-03-21 18:53:16,010 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 1, lr 0.00478408  time 0.311111s, mse: 0.07667511
2026-03-21 18:53:16,334 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 2, lr 0.00452302  time 0.324045s, mse: 0.06566057
2026-03-21 18:53:16,657 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 3, lr 0.00417365  time 0.322936s, mse: 0.05945079
2026-03-21 18:53:16,980 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 4, lr 0.00375125  time 0.323339s, mse: 0.05356517
2026-03-21 18:53:17,305 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 5, lr 0.00327427  time 0.324387s, mse: 0.04977861
2026-03-21 18:53:17,628 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 6, lr 0.00276356  time 0.322615s, mse: 0.04664669
2026-03-21 18:53:17,951 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 7, lr 0.00224144  time 0.323833s, mse: 0.04419232
2026-03-21 18:53:18,275 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 8, lr 0.00173073  time 0.323422s, mse: 0.04342953
2026-03-21 18:53:18,599 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 9, lr 0.00125375  time 0.323763s, mse: 0.04163653
2026-03-21 18:53:18,922 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 10, lr 0.00083135  time 0.322806s, mse: 0.04040478
2026-03-21 18:53:19,246 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 11, lr 0.00048198  time 0.323844s, mse: 0.04017389
2026-03-21 18:53:19,570 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 12, lr 0.00022092  time 0.323997s, mse: 0.03939952
2026-03-21 18:53:19,894 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 13, lr 0.00005958  time 0.324009s, mse: 0.03936027
2026-03-21 18:53:20,219 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 19 lwc lac iter 14, lr 0.00000500  time 0.324473s, mse: 0.03883733
2026-03-21 18:53:21,073 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:21,164 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 20 =========
2026-03-21 18:53:21,810 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 0, lr 0.00494542  time 0.344198s, mse: 0.09176367
2026-03-21 18:53:22,120 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 1, lr 0.00478408  time 0.310159s, mse: 0.07507323
2026-03-21 18:53:22,444 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 2, lr 0.00452302  time 0.324104s, mse: 0.06513052
2026-03-21 18:53:22,768 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 3, lr 0.00417365  time 0.323407s, mse: 0.05907143
2026-03-21 18:53:23,091 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 4, lr 0.00375125  time 0.323327s, mse: 0.05522973
2026-03-21 18:53:23,415 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 5, lr 0.00327427  time 0.323743s, mse: 0.05199767
2026-03-21 18:53:23,739 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 6, lr 0.00276356  time 0.323470s, mse: 0.04978414
2026-03-21 18:53:24,062 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 7, lr 0.00224144  time 0.323417s, mse: 0.04796704
2026-03-21 18:53:24,386 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 8, lr 0.00173073  time 0.324177s, mse: 0.04664831
2026-03-21 18:53:24,711 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 9, lr 0.00125375  time 0.324546s, mse: 0.04539223
2026-03-21 18:53:25,036 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 10, lr 0.00083135  time 0.324252s, mse: 0.04465938
2026-03-21 18:53:25,359 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 11, lr 0.00048198  time 0.323333s, mse: 0.04426660
2026-03-21 18:53:25,683 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 12, lr 0.00022092  time 0.323524s, mse: 0.04383858
2026-03-21 18:53:26,007 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 13, lr 0.00005958  time 0.324601s, mse: 0.04363899
2026-03-21 18:53:26,333 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 20 lwc lac iter 14, lr 0.00000500  time 0.325093s, mse: 0.04354522
2026-03-21 18:53:27,173 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:27,259 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 21 =========
2026-03-21 18:53:27,903 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 0, lr 0.00494542  time 0.345454s, mse: 0.18022682
2026-03-21 18:53:28,214 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 1, lr 0.00478408  time 0.311448s, mse: 0.13480797
2026-03-21 18:53:28,538 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 2, lr 0.00452302  time 0.323987s, mse: 0.11178650
2026-03-21 18:53:28,862 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 3, lr 0.00417365  time 0.323391s, mse: 0.09983727
2026-03-21 18:53:29,186 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 4, lr 0.00375125  time 0.323924s, mse: 0.09157708
2026-03-21 18:53:29,510 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 5, lr 0.00327427  time 0.323661s, mse: 0.08529893
2026-03-21 18:53:29,834 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 6, lr 0.00276356  time 0.323785s, mse: 0.08044536
2026-03-21 18:53:30,157 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 7, lr 0.00224144  time 0.322899s, mse: 0.07649957
2026-03-21 18:53:30,482 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 8, lr 0.00173073  time 0.325369s, mse: 0.07382913
2026-03-21 18:53:30,807 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 9, lr 0.00125375  time 0.324980s, mse: 0.07199650
2026-03-21 18:53:31,131 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 10, lr 0.00083135  time 0.323493s, mse: 0.07050758
2026-03-21 18:53:31,456 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 11, lr 0.00048198  time 0.325170s, mse: 0.06939916
2026-03-21 18:53:31,781 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 12, lr 0.00022092  time 0.324289s, mse: 0.06882142
2026-03-21 18:53:32,105 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 13, lr 0.00005958  time 0.324152s, mse: 0.06870215
2026-03-21 18:53:32,430 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 21 lwc lac iter 14, lr 0.00000500  time 0.325123s, mse: 0.06823947
2026-03-21 18:53:33,225 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:33,304 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 22 =========
2026-03-21 18:53:34,016 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 0, lr 0.00494542  time 0.417806s, mse: 0.25015128
2026-03-21 18:53:34,330 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 1, lr 0.00478408  time 0.313033s, mse: 0.20952484
2026-03-21 18:53:34,653 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 2, lr 0.00452302  time 0.323493s, mse: 0.18726987
2026-03-21 18:53:34,978 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 3, lr 0.00417365  time 0.325231s, mse: 0.17202935
2026-03-21 18:53:35,302 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 4, lr 0.00375125  time 0.323629s, mse: 0.16112486
2026-03-21 18:53:35,627 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 5, lr 0.00327427  time 0.324182s, mse: 0.15302128
2026-03-21 18:53:35,951 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 6, lr 0.00276356  time 0.324402s, mse: 0.14635468
2026-03-21 18:53:36,276 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 7, lr 0.00224144  time 0.324480s, mse: 0.14132877
2026-03-21 18:53:36,601 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 8, lr 0.00173073  time 0.324726s, mse: 0.13711725
2026-03-21 18:53:36,926 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 9, lr 0.00125375  time 0.325287s, mse: 0.13551843
2026-03-21 18:53:37,251 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 10, lr 0.00083135  time 0.324231s, mse: 0.13324502
2026-03-21 18:53:37,576 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 11, lr 0.00048198  time 0.325278s, mse: 0.13198289
2026-03-21 18:53:37,902 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 12, lr 0.00022092  time 0.325876s, mse: 0.13080961
2026-03-21 18:53:38,230 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 13, lr 0.00005958  time 0.328121s, mse: 0.13003194
2026-03-21 18:53:38,556 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 22 lwc lac iter 14, lr 0.00000500  time 0.325385s, mse: 0.13005871
2026-03-21 18:53:39,200 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:39,274 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 23 =========
2026-03-21 18:53:39,913 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 0, lr 0.00494542  time 0.344638s, mse: 0.29422590
2026-03-21 18:53:40,226 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 1, lr 0.00478408  time 0.313321s, mse: 0.22730771
2026-03-21 18:53:40,552 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 2, lr 0.00452302  time 0.325210s, mse: 0.19928874
2026-03-21 18:53:40,876 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 3, lr 0.00417365  time 0.323854s, mse: 0.17994937
2026-03-21 18:53:41,199 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 4, lr 0.00375125  time 0.323684s, mse: 0.16847374
2026-03-21 18:53:41,524 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 5, lr 0.00327427  time 0.324054s, mse: 0.15857807
2026-03-21 18:53:41,847 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 6, lr 0.00276356  time 0.323100s, mse: 0.15213142
2026-03-21 18:53:42,172 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 7, lr 0.00224144  time 0.324666s, mse: 0.14638101
2026-03-21 18:53:42,496 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 8, lr 0.00173073  time 0.324398s, mse: 0.14276657
2026-03-21 18:53:42,820 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 9, lr 0.00125375  time 0.323419s, mse: 0.13791078
2026-03-21 18:53:43,145 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 10, lr 0.00083135  time 0.325039s, mse: 0.13602619
2026-03-21 18:53:43,468 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 11, lr 0.00048198  time 0.323455s, mse: 0.13469364
2026-03-21 18:53:43,793 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 12, lr 0.00022092  time 0.324727s, mse: 0.13364379
2026-03-21 18:53:44,118 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 13, lr 0.00005958  time 0.325061s, mse: 0.13324119
2026-03-21 18:53:44,443 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 23 lwc lac iter 14, lr 0.00000500  time 0.324552s, mse: 0.13259226
2026-03-21 18:53:45,223 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:45,298 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 24 =========
2026-03-21 18:53:45,946 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 0, lr 0.00494542  time 0.345639s, mse: 0.36472318
2026-03-21 18:53:46,259 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 1, lr 0.00478408  time 0.312502s, mse: 0.28718758
2026-03-21 18:53:46,585 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 2, lr 0.00452302  time 0.325876s, mse: 0.25969300
2026-03-21 18:53:46,909 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 3, lr 0.00417365  time 0.324792s, mse: 0.24341327
2026-03-21 18:53:47,234 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 4, lr 0.00375125  time 0.324643s, mse: 0.22521217
2026-03-21 18:53:47,559 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 5, lr 0.00327427  time 0.324537s, mse: 0.21318983
2026-03-21 18:53:47,883 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 6, lr 0.00276356  time 0.324006s, mse: 0.20442234
2026-03-21 18:53:48,208 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 7, lr 0.00224144  time 0.325143s, mse: 0.19858710
2026-03-21 18:53:48,532 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 8, lr 0.00173073  time 0.323915s, mse: 0.19220455
2026-03-21 18:53:48,857 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 9, lr 0.00125375  time 0.324557s, mse: 0.18902855
2026-03-21 18:53:49,182 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 10, lr 0.00083135  time 0.324869s, mse: 0.18594338
2026-03-21 18:53:49,506 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 11, lr 0.00048198  time 0.324125s, mse: 0.18358681
2026-03-21 18:53:49,832 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 12, lr 0.00022092  time 0.325145s, mse: 0.18210457
2026-03-21 18:53:50,157 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 13, lr 0.00005958  time 0.325350s, mse: 0.18131489
2026-03-21 18:53:50,481 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 24 lwc lac iter 14, lr 0.00000500  time 0.323948s, mse: 0.18079998
2026-03-21 18:53:51,302 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:51,378 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 25 =========
2026-03-21 18:53:52,098 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 0, lr 0.00494542  time 0.426919s, mse: 0.62678587
2026-03-21 18:53:52,408 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 1, lr 0.00478408  time 0.309998s, mse: 0.51301533
2026-03-21 18:53:52,731 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 2, lr 0.00452302  time 0.323171s, mse: 0.44882435
2026-03-21 18:53:53,055 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 3, lr 0.00417365  time 0.323880s, mse: 0.40791455
2026-03-21 18:53:53,379 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 4, lr 0.00375125  time 0.323781s, mse: 0.38063869
2026-03-21 18:53:53,703 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 5, lr 0.00327427  time 0.323905s, mse: 0.35772127
2026-03-21 18:53:54,026 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 6, lr 0.00276356  time 0.322782s, mse: 0.33909792
2026-03-21 18:53:54,350 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 7, lr 0.00224144  time 0.323913s, mse: 0.32798618
2026-03-21 18:53:54,673 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 8, lr 0.00173073  time 0.322875s, mse: 0.31785423
2026-03-21 18:53:54,997 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 9, lr 0.00125375  time 0.324339s, mse: 0.31134430
2026-03-21 18:53:55,320 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 10, lr 0.00083135  time 0.322938s, mse: 0.30560574
2026-03-21 18:53:55,644 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 11, lr 0.00048198  time 0.323382s, mse: 0.30182719
2026-03-21 18:53:55,968 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 12, lr 0.00022092  time 0.324382s, mse: 0.30016023
2026-03-21 18:53:56,291 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 13, lr 0.00005958  time 0.322386s, mse: 0.29895231
2026-03-21 18:53:56,616 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 25 lwc lac iter 14, lr 0.00000500  time 0.324579s, mse: 0.29806238
2026-03-21 18:53:57,420 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:57,503 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 26 =========
2026-03-21 18:53:58,166 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 0, lr 0.00494542  time 0.347354s, mse: 1.20846069
2026-03-21 18:53:58,478 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 1, lr 0.00478408  time 0.312452s, mse: 0.99382174
2026-03-21 18:53:58,801 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 2, lr 0.00452302  time 0.322724s, mse: 0.87585247
2026-03-21 18:53:59,123 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 3, lr 0.00417365  time 0.321794s, mse: 0.80024940
2026-03-21 18:53:59,446 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 4, lr 0.00375125  time 0.322588s, mse: 0.74764025
2026-03-21 18:53:59,768 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 5, lr 0.00327427  time 0.322022s, mse: 0.71073556
2026-03-21 18:54:00,088 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 6, lr 0.00276356  time 0.320307s, mse: 0.67666411
2026-03-21 18:54:00,410 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 7, lr 0.00224144  time 0.321022s, mse: 0.65871131
2026-03-21 18:54:00,731 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 8, lr 0.00173073  time 0.320861s, mse: 0.64120889
2026-03-21 18:54:01,050 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 9, lr 0.00125375  time 0.319794s, mse: 0.63422239
2026-03-21 18:54:01,371 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 10, lr 0.00083135  time 0.320866s, mse: 0.61605620
2026-03-21 18:54:01,693 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 11, lr 0.00048198  time 0.321069s, mse: 0.60958958
2026-03-21 18:54:02,015 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 12, lr 0.00022092  time 0.322474s, mse: 0.60431498
2026-03-21 18:54:02,337 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 13, lr 0.00005958  time 0.321541s, mse: 0.60188055
2026-03-21 18:54:02,657 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 26 lwc lac iter 14, lr 0.00000500  time 0.319514s, mse: 0.59875041
2026-03-21 18:54:03,413 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:54:03,497 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 27 =========
2026-03-21 18:54:04,172 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 0, lr 0.00494542  time 0.343846s, mse: 10.70668697
2026-03-21 18:54:04,480 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 1, lr 0.00478408  time 0.307775s, mse: 9.16995049
2026-03-21 18:54:04,802 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 2, lr 0.00452302  time 0.321672s, mse: 8.56555176
2026-03-21 18:54:05,121 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 3, lr 0.00417365  time 0.319224s, mse: 7.79409552
2026-03-21 18:54:05,441 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 4, lr 0.00375125  time 0.319933s, mse: 7.14539909
2026-03-21 18:54:05,763 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 5, lr 0.00327427  time 0.321944s, mse: 6.41898584
2026-03-21 18:54:06,084 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 6, lr 0.00276356  time 0.320883s, mse: 6.38940191
2026-03-21 18:54:06,405 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 7, lr 0.00224144  time 0.320767s, mse: 6.83437920
2026-03-21 18:54:06,725 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 8, lr 0.00173073  time 0.319272s, mse: 6.13893604
2026-03-21 18:54:07,045 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 9, lr 0.00125375  time 0.320366s, mse: 6.05853319
2026-03-21 18:54:07,364 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 10, lr 0.00083135  time 0.319078s, mse: 6.36161613
2026-03-21 18:54:07,685 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 11, lr 0.00048198  time 0.320101s, mse: 5.74078608
2026-03-21 18:54:08,006 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 12, lr 0.00022092  time 0.321604s, mse: 5.85440969
2026-03-21 18:54:08,327 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 13, lr 0.00005958  time 0.320756s, mse: 5.84926939
2026-03-21 18:54:08,647 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 27 lwc lac iter 14, lr 0.00000500  time 0.320063s, mse: 5.62365007
2026-03-21 18:54:09,362 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:54:55,747 | INFO | algorithm_v1.quantization.qat.flatquant.method | Reparameterized FlatQuant model
